Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
Mera Cashier,2019.0,Noida,Technology,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,Series,2020,0.15
Kitchens Centre,2019.0,New Delhi,Technology,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,AngelList India,500000.0,Seed,2020,0.5
Camp K12,2016.0,Gurugram,Technology,It connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",4000000.0,Seed,2020,4.0
MedGenome,2013.0,Bangalore,Technology,Genetic diagnostic testing company,Sam Santhosh,LeapFrog Investments,55000000.0,Series,2020,55.0
Ergos,2016.0,Bangalore,Technology,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Series,2020,4.598
Nykaa,2012.0,Mumbai,E-Commerce & Retail,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,13137000.0,Series,2020,13.137
Samadhan,2018.0,New Delhi,Finance,They help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,3000000.0,Seed,2020,3.0
SaScan,2016.0,Bangalore,Technology,Cancer diagnostics startup,Subhash Narayanan,Unicorn India ventures,3000000.0,Series,2020,3.0
Lido Learning,2016.0,Mumbai,Technology,Online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Series,2020,3.0
CureFit,2016.0,Bangalore,Technology,"Integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series,2020,115.0
Nimesa,2018.0,Bangalore,Technology,Cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,3000000.0,Series,2020,3.0
Design X,2016.0,Noida,Technology,Builds IoT based products,Preet Arjun Singh,ThinkNext LLC,200000.0,Seed,2020,0.2
Driftly Electric,2016.0,Bangalore,Technology,Electric vehicle startup,Sneha Roy,MG Motor India,3000000.0,Series,2020,3.0
Imstrong,2019.0,Bangalore,Technology,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed,2020,0.4
Craftsvilla,2016.0,Mumbai,Technology,Online marketplace for ethnic wear,Monica Gupta. Manoj Gupta,Supera Investments,3900000.0,Series,2020,3.9
Rupifi,2020.0,Bangalore,Technology,Offers financial products for SMEs,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",3000000.0,Pre-seed,2020,3.0
SnackAmor,2016.0,Mumbai,"Food, Hospitality, Tourism & Travel",It offers various healthy snacks,Deepak Grover,Undisclosed,3000000.0,Seed,2020,3.0
Zealthy,2019.0,Bangalore,Technology,"It connects women to healthproviders for specialities like infertility, maternity etc.,","Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",3000000.0,Seed,2020,3.0
CoinDCX,2016.0,Bangalore,Technology,A cryptocurrency trading platform,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",3000000.0,Series,2020,3.0
NuNu TV,2016.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",Kids-focussed Youtube channel,Byju Raveendran,Risers Accelerators,670000.0,Series,2020,0.67
QTalk,2016.0,Bangalore,Technology,Smart Phone Dialer,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed,2020,1.6
Shadez,2018.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts",Paint Company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed,2020,0.1
Excess2Sell,2016.0,Mumbai,E-Commerce & Retail,B2B Marketplace for Overstock & Surplus Inventory,Rajan Sharma,Gautham Madhavan,1000000.0,Series,2020,1.0
Stanplus,2016.0,Hyderabad,Technology,Ambulance service,Prabhdeep Singh,Pegasus FinInvest,1500000.0,Series,2020,1.5
Pitstop,2016.0,Bangalore,Technology,Doorstep car service,Mihir Mohan mishra,TPG-backed Group Landmark,2500000.0,Series,2020,2.5
Univariety,2015.0,Hyderabad,Technology,Online marketplace that provides career counselling and college guidance,Jaideep Gupta,Info Edge,1100000.0,Series,2020,1.1
Peel Works,2010.0,Mumbai,Technology,E-commerce for corner/retail stores.,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,3000000.0,Series,2020,3.0
CoreStack,2016.0,Chennai,Technology,Enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,8500000.0,Series,2020,8.5
Vivriti Capital,2017.0,Chennai,Technology,Digital lending startup,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,50000000.0,Series,2020,50.0
Agnikul,2016.0,Chennai,Technology,"It designs, fabricates, tests and launch orbital class launch vehicles",Srinath Ravichandran,pi Ventures,3148000.0,Series,2020,3.148
Fintso,2020.0,Bangalore,Technology,Wealth management platform,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,Series,2020,2.6
Khatabook,2016.0,Bangalore,Technology,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,Mahendra Singh Dhoni,3000000.0,Series,2020,3.0
Smart Coin,2015.0,Bangalore,Technology,Consumer lending startup,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,7000000.0,Series,2020,7.0
ZunRoof,2016.0,Gurugram,Technology,"It specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series,2020,3.0
Shop101,2015.0,Bangalore,E-Commerce & Retail,Enables entrepreneurs to sell online,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series,2020,3.9
OM Bhakti,2016.0,Bangalore,E-Commerce & Retail,A puja cotton-wicks manufacturing startup,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,3000000.0,Seed,2020,3.0
Lal10,2016.0,Uttar Pradesh,E-Commerce & Retail,It helps Indian artisans and SMEs reach out to global retailers,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,Series,2020,1.1
Anaxee Digital Runner,2016.0,Indore,Technology,A tech-enabled ID verification and data collection startup,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,3000000.0,Series,2020,3.0
CollegeKhabri,2019.0,Bhopal,Technology,Platform is an end-to-end college and career counselling platform for students,Arshi Khan,Vishal Dixit,3000000.0,Series,2020,3.0
Ola Electric,2016.0,Bangalore,Technology,Electric vehicle,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,1000000.0,Series,2020,1.0
Multi Living,2016.0,Mumbai,Real Estate,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Pankaj Singh,Lodha Ventures,6000000.0,Series,2020,6.0
FamPay,2016.0,Bangalore,Technology,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed,2020,4.7
UnboxRobotics Labs,2016.0,Bangalore,Technology,Automated flexible parcel sorting solutions for logistics providers,Pramod Ghadge,"Arali Ventures, CIIE.CO",500000.0,Seed,2020,0.5
Karbon Card,2016.0,Bangalore,Technology,Specialisde corporate cards for startups,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed,2020,2.0
Airmeet,2016.0,Bangalore,Services,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups","Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,Series,2020,3.0
Innerchef,2016.0,Gurugram,Technology,Cloud kitchen platform,Rajesh,Mistletoe,1000000.0,Series,2020,1.0
Epigamia,2015.0,Mumbai,E-Commerce & Retail,Flavoured and greek yoghurt brand,Rohan Mirchandani,KA Enterprise,3000000.0,Series,2020,3.0
StyleNook,2016.0,Mumbai,E-Commerce & Retail,Marketplace for fashionable apparel,Lathika Pai,"Lead Angels Network, Stanford Angels",3000000.0,Series,2020,3.0
Callido Learning,2016.0,Mumbai,Technology,Provides a structured educational approach to critical thinking and problem solving skills,Sriram Subramanian,Education Catalyst Fund,3000000.0,Series,2020,3.0
Soxytoes,2016.0,New Delhi,E-Commerce & Retail,Online store to buy various types of socks including funky and colorful socks,"Vidushi Kajaria, Aayush Goenka",Angel network,3000000.0,Series,2020,3.0
F5,2018.0,New Delhi,Technology,Retail Aggregator,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,3000000.0,Seed,2020,3.0
Paper Boat,2013.0,Bangalore,"Food, Hospitality, Tourism & Travel",Ecommerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Series,2020,4.0495
Strata,2019.0,Bangalore,Technology,Real estate investment platform,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",1500000.0,Seed,2020,1.5
Salesken,2016.0,Bangalore,Technology,Provides sales professionals with intelligence on various aspects of the sales pitch,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,8000000.0,Series,2020,8.0
Arya,2016.0,Noida,Technology,Provides post-harvest services across the agricultural value chain,Prasanna Rao,LGT Lightstone Aspada,6000000.0,Series,2020,6.0
Leap Finance,2016.0,Bangalore,Technology,Provides education loans to students based on the student’s future income,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,Series,2020,5.5
Sleepy Owl,2016.0,New Delhi,"Food, Hospitality, Tourism & Travel","It sells ready to drink cold brew coffees, brew boxes and packs.","Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,3000000.0,Series,2020,3.0
Tricog,2015.0,Bangalore,Technology,Provides virtual cardiology services through its AI-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series,2020,10.5
GogoBus,2016.0,New Delhi,Technology,Inter-City Mobility Startup,Amit Gupta,Ixigo,3000000.0,Series,2020,3.0
Trell,2016.0,Bangalore,E-Commerce & Retail,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",4000000.0,Series,2020,4.0
Spaciya Consultants,2016.0,Noida,Real Estate,Real estate consultancy firms,Ajit Panda,Alok Garg,500000.0,Series,2020,0.5
Bounce,2014.0,Bangalore,Real Estate,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,6500000.0,Series,2020,6.5
Neeman,2017.0,Bangalore,E-Commerce & Retail,An eco-conscious footwear brand making comfortable shoes using Merino Wool,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,1000000.0,Series,2020,1.0
Chqbook,2017.0,Gurugram,Technology,"Marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series,2020,5.0
SMEcorner,2014.0,Mumbai,Technology,Financial lending firm to SMEs,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series,2020,30.0
Oda Class,2016.0,Bangalore,Technology,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni","Li Yong, Shushant Srivastava",Yuanfudao,3000000.0,Series,2020,3.0
Spinny,2015.0,Haryana,Technology,Used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series,2020,43.7
goStops,2012.0,New Delhi,"Food, Hospitality, Tourism & Travel",A premium chain of youth hostels catering to the millennials,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,3000000.0,Series,2020,3.0
Umeed Housing,2016.0,Haryana,Technology,Housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series,2020,23.0
Vogo,2016.0,Bangalore,Transport & Logistics,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series,2020,20.0
Flick Stree,2016.0,Mumbai,Technology,Artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series,2020,3.0
Qure ai,2016.0,Mumbai,Technology,Provides interpretations of radiology scans,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Series,2020,16.0
MinionLabs,2016.0,Bangalore,Technology,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Gokul Shrinivas,Indian Angel Network,3000000.0,Series,2020,3.0
Josh Talks,2015.0,Haryana,"Fashion, Sports, Entertainment, Media & Arts",Community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Series,2020,1.5
PhoneParLoan,2015.0,New Delhi,Technology,Provides easy loans,Ringaile Noq,Accelerator MOX,3000000.0,Series,2020,3.0
RailYatri,2011.0,Noida,"Food, Hospitality, Tourism & Travel",A complete Indian railways app,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,Series,2020,13.8
AjnaLens,2014.0,Thane,Technology,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Series,2020,1.5
Pepper,2017.0,Mumbai,Technology,End to end content creation platform,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed,2020,0.3069
Rupeek,2015.0,Bangalore,Technology,An asset backed online lending platform,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Series,2020,30.0
iMerit,2012.0,Kolkata,Technology,Turns information into data that is usable for machine learning processes,Radha Basu,CDC Group Plc,20000000.0,Series,2020,20.0
BharatPe,2018.0,New Delhi,Technology,Digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series,2020,75.0
Invideo,2016.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",Video production and editing platform,Sanket Shah,Sequoia Capital’s Surge,2500000.0,Series,2020,2.5
AvalonMeta,2017.0,Bangalore,Technology,It combines higher education and competitive gaming,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,420000.0,Series,2020,0.42
Near Store,2016.0,Mumbai,E-Commerce & Retail,Enables a shop to create an online presence,Byju Raveendran,Sauce.vc,300000.0,Seed,2020,0.3
ElecTorq,2016.0,New Delhi,Technology,Electric vehicle startup,Anubhav Sharma,AdvantEdge,3000000.0,Series,2020,3.0
Prayaan Capital,2016.0,Chennai,Technology,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed,2020,1.2
Sanfe,2016.0,New Delhi,Other,Women health care and wellness product,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Series,2020,1.1
Go Desi,2018.0,New Delhi,Technology,Provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed,2020,0.6273
Swiggy,2014.0,Bangalore,Technology,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series,2020,113.0
Whatfix,2014.0,Bangalore,Technology,"Digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series,2020,32.0
Unacademy,2010.0,Bangalore,Technology,Platform that offers online education in India,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series,2020,110.0
Zvesta,2015.0,Gurugram,Technology,An online platform where users can search and buy properties listed by developers and brokers,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Series,2020,5.5
Dunzo,2014.0,Bangalore,Transport & Logistics,India-based hyperlocal delivery startup,Kabeer Biswas,Alteria Capital,11000000.0,Series,2020,11.0
Digit Insurance,2016.0,Bangalore,Technology,General Insurance Company,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,Series,2020,0.34
Yolo,2019.0,Gurugram,Transport & Logistics,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed,2020,0.6
SmartVizX,2015.0,Bangalore,Technology,It developed India’s first VR-based design communication and collaboration product Trezi,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Series,2020,1.397
MaxWholesale,2016.0,New Delhi,E-Commerce & Retail,B2B ecommerce platform for kirana stores,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series,2020,3.0
Carbon Clean,2009.0,Bangalore,Technology,Develops affordable carbon capture technology,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,Series,2020,16.0
Onsitego,2016.0,Bangalore,Services,It offers post-purchase services through a network of brand authorised service centres throughout the country,Mahipal,Zodius Growth Fund,19000000.0,Series,2020,19.0
Genius Corner,2014.0,Noida,Technology,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Series,2020,0.25
PlanetSpark,2016.0,Gurugram,Technology,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,Series,2020,0.4485
CamCom,2017.0,Bangalore,Technology,AI automation platform for enterprise quality control,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",3000000.0,Series,2020,3.0
Simsim,2016.0,Bangalore,E-Commerce & Retail,It enables community opinion influencers to sell products to thousands of micro-communities in India,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series,2020,8.0
Shuttl,2015.0,New Delhi,Transport & Logistics,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,7975700.0,Series,2020,7.9757
HooLiv,2016.0,New Delhi,Real Estate,Student Co-living startup,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,3000000.0,Series,2020,3.0
ClassMonitor,2016.0,Indore,Technology,The learning platform that blends curriculum-based activities for children,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,3000000.0,Series,2020,3.0
Friyey,2016.0,Pune,Services,Co working space startup,Yogesh Thore,Tarun Bhalla,3000000.0,Series,2020,3.0
Oga,2016.0,Bangalore,Technology,Provides interactive fitness experience to people across the world,Ashish Rawat,Inflection Point Ventures,330000.0,Series,2020,0.33
Big Basket,2016.0,Bangalore,Other,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,3500000.0,Series,2020,3.5
CYFIRMA,2016.0,Bangalore,Technology,Offer cybersecurity services,Ritesh Kumar,Z3 Partners,3000000.0,Series,2020,3.0
Innoviti,2016.0,Bangalore,Technology,Digital payments solutions company,Rajeev Agrawal,FMO,5000000.0,Series,2020,5.0
Paytm money,2010.0,Bangalore,Technology,Wealth Management,Vijay Shekhar Sharma,One97 Communications,5600000.0,Series,2020,5.6
Vedantu,2016.0,Bangalore,Technology,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital,24000000.0,Series,2020,24.0
Yap,2016.0,Chennai,Technology,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,Series,2020,1.402
Clover,2016.0,Bangalore,Technology,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series,2020,5.5
Nova Credit,2016.0,Bangalore,Technology,Cross-border consumer credit startup,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series,2020,50.0
CodingNinjas,2016.0,New Delhi,Technology,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series,2020,5.2
Furlenco,2011.0,Bangalore,E-Commerce & Retail,Furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series,2020,2.2
Brick&Bolt,2018.0,Bangalore,Technology,Operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Series,2020,1.5
HempStreet,2019.0,Bangalore,Technology,Manufacturer of ayurvedic medicines based on cannabis,Abhishek Mohan,Pharmacon Holdings,1000000.0,Series,2020,1.0
MoEngage,2016.0,Bangalore,Technology,Customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series,2020,25.0
Classplus,2018.0,Bangalore,Technology,It allows coaching centres to take their brick-and-mortar setup online,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2500000.0,Series,2020,2.5
Chaayos,2012.0,Bangalore,"Food, Hospitality, Tourism & Travel",Provides customised range of tea,"Nitin Saluja, Raghav Verma",Think Investment,21500000.0,Series,2020,21.5
PetPooja,2011.0,Ahmedabad,Technology,Restaurant management software provider,Apurv Patel,Udaan,2000000.0,Series,2020,2.0
Altor,2016.0,Bangalore,Technology,Makes helmets that are IoT and AI enabled,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,3000000.0,Series,2020,3.0
Pepperfry,2013.0,Mumbai,Technology,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series,2020,40.0
FirstCry,2010.0,Pune,Technology,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series,2020,296.0
Byju,2011.0,Bangalore,Technology,Provides online learning classes,Byju Raveendran,General Atlantic,200000000.0,Series,2020,200.0
Waycool,2015.0,Chennai,Technology,Food development and distribution services,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,32000000.0,Series,2020,32.0
WorkIndia,2016.0,Bangalore,Technology,An online and mobile-based platform that connects companies with blue collar employees.,Kunal Patil,Xiaomi,6000000.0,Series,2020,6.0
Qyuki,2016.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts",Multi-channel broadcast network,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Series,2020,3.5
Leap India,2016.0,Coimbatore,Technology,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series,2020,30.0
Picxy,2016.0,Hyderabad,"Fashion, Sports, Entertainment, Media & Arts",Stock photo industry,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Series,2020,0.25
Krimanshi,2016.0,Jodhpur,Technology,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Series,2020,0.02
NEETprep,2016.0,New Delhi,Technology,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,3000000.0,Series,2020,3.0
Dot Pvt. Ltd,2016.0,Gurugram,Technology,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed,2020,8.0
Kuku FM,2016.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts",A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series,2020,5.5
SuperMoney,2018.0,Mumbai,Technology,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Series,2020,1.0
Rebel Foods,2016.0,Bangalore,Technology,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Series,2020,4.9
AlphaVector,2015.0,Bangalore,Technology,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",3000000.0,Series,2020,3.0
Fox Capital,2019.0,Jaipur,Technology,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Series,2020,2.5
Tribe Theory,2016.0,Bangalore,"Food, Hospitality, Tourism & Travel",An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,Series,2020,3.5
Fleetx,2016.0,Bangalore,Technology,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series,2020,1.4024
Embibe,2016.0,Mumbai,Technology,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,Series,2020,12.6183
Entri,2017.0,Kochi,Technology,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed,2020,1.4
Oye! Rickshaw,2016.0,Bangalore,Technology,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series,2020,10.0
Seal Professional,2012.0,Bangalore,Technology,Trains students in managemnt and leadership skills and also helps in placement,Byju Raveendran,Equanimity Ventures,3000000.0,Series,2020,3.0
Sprinng Foods,2016.0,Mumbai,"Food, Hospitality, Tourism & Travel",Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",3000000.0,Series,2020,3.0
1MG,2015.0,Gurugram,Technology,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Series,2020,9.9
Aagey,2016.0,Bangalore,Technology,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",3000000.0,Series,2020,3.0
Doubtnut,2017.0,Gurugram,Technology,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series,2020,15.0
AdonMo,2017.0,Bangalore,Technology,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Series,2020,3.0
RACEnergy,2018.0,Bangalore,Technology,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",3000000.0,Seed,2020,3.0
BharatPe,2018.0,New Delhi,Technology,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Series,2020,100.0
Kisan Network,2015.0,Gurugram,Technology,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed,2020,3.0
Vogo,2016.0,Bangalore,Transport & Logistics,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series,2020,35.0
